scenario,activation_threshold,recovery_min_evidence,replay_equivalent,state_transition_equivalence,authority_preserved,recovery_success,boundary_consistency_score,feasible,metrics,observations
dense_9x9,0.3,4,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.4, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.3', 'recovery_min_evidence=4', 'activation_success=True', 'recovery_success=False', 'final_activation=0.4', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.3,5,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.4, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.3', 'recovery_min_evidence=5', 'activation_success=True', 'recovery_success=False', 'final_activation=0.4', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.3,6,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.4, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.3', 'recovery_min_evidence=6', 'activation_success=True', 'recovery_success=False', 'final_activation=0.4', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.3,7,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.4, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.3', 'recovery_min_evidence=7', 'activation_success=True', 'recovery_success=False', 'final_activation=0.4', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.3,8,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.4, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.3', 'recovery_min_evidence=8', 'activation_success=True', 'recovery_success=False', 'final_activation=0.4', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.3,9,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.4, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.3', 'recovery_min_evidence=9', 'activation_success=True', 'recovery_success=False', 'final_activation=0.4', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.4,1,True,True,True,True,1.0,True,"{'successful_transitions': 2, 'final_activation': 0.4, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': True, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.4', 'recovery_min_evidence=1', 'activation_success=True', 'recovery_success=True', 'final_activation=0.4', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.4,2,True,True,True,True,1.0,True,"{'successful_transitions': 2, 'final_activation': 0.4, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': True, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.4', 'recovery_min_evidence=2', 'activation_success=True', 'recovery_success=True', 'final_activation=0.4', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.4,3,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.4, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.4', 'recovery_min_evidence=3', 'activation_success=True', 'recovery_success=False', 'final_activation=0.4', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.4,4,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.4, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.4', 'recovery_min_evidence=4', 'activation_success=True', 'recovery_success=False', 'final_activation=0.4', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.4,5,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.4, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.4', 'recovery_min_evidence=5', 'activation_success=True', 'recovery_success=False', 'final_activation=0.4', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.4,6,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.4, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.4', 'recovery_min_evidence=6', 'activation_success=True', 'recovery_success=False', 'final_activation=0.4', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.4,7,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.4, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.4', 'recovery_min_evidence=7', 'activation_success=True', 'recovery_success=False', 'final_activation=0.4', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.4,8,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.4, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.4', 'recovery_min_evidence=8', 'activation_success=True', 'recovery_success=False', 'final_activation=0.4', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.4,9,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.4, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.4', 'recovery_min_evidence=9', 'activation_success=True', 'recovery_success=False', 'final_activation=0.4', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.5,1,True,True,True,True,1.0,True,"{'successful_transitions': 2, 'final_activation': 0.5, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': True, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.5', 'recovery_min_evidence=1', 'activation_success=True', 'recovery_success=True', 'final_activation=0.5', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.5,2,True,True,True,True,1.0,True,"{'successful_transitions': 2, 'final_activation': 0.5, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': True, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.5', 'recovery_min_evidence=2', 'activation_success=True', 'recovery_success=True', 'final_activation=0.5', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.5,3,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.5, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.5', 'recovery_min_evidence=3', 'activation_success=True', 'recovery_success=False', 'final_activation=0.5', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.5,4,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.5, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.5', 'recovery_min_evidence=4', 'activation_success=True', 'recovery_success=False', 'final_activation=0.5', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.5,5,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.5, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.5', 'recovery_min_evidence=5', 'activation_success=True', 'recovery_success=False', 'final_activation=0.5', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.5,6,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.5, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.5', 'recovery_min_evidence=6', 'activation_success=True', 'recovery_success=False', 'final_activation=0.5', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.5,7,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.5, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.5', 'recovery_min_evidence=7', 'activation_success=True', 'recovery_success=False', 'final_activation=0.5', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.5,8,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.5, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.5', 'recovery_min_evidence=8', 'activation_success=True', 'recovery_success=False', 'final_activation=0.5', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.5,9,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.5, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.5', 'recovery_min_evidence=9', 'activation_success=True', 'recovery_success=False', 'final_activation=0.5', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.6,1,True,True,True,True,1.0,True,"{'successful_transitions': 2, 'final_activation': 0.6, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': True, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.6', 'recovery_min_evidence=1', 'activation_success=True', 'recovery_success=True', 'final_activation=0.6', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.6,2,True,True,True,True,1.0,True,"{'successful_transitions': 2, 'final_activation': 0.6, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': True, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.6', 'recovery_min_evidence=2', 'activation_success=True', 'recovery_success=True', 'final_activation=0.6', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.6,3,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.6, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.6', 'recovery_min_evidence=3', 'activation_success=True', 'recovery_success=False', 'final_activation=0.6', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.6,4,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.6, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.6', 'recovery_min_evidence=4', 'activation_success=True', 'recovery_success=False', 'final_activation=0.6', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.6,5,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.6, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.6', 'recovery_min_evidence=5', 'activation_success=True', 'recovery_success=False', 'final_activation=0.6', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.6,6,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.6, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.6', 'recovery_min_evidence=6', 'activation_success=True', 'recovery_success=False', 'final_activation=0.6', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.6,7,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.6, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.6', 'recovery_min_evidence=7', 'activation_success=True', 'recovery_success=False', 'final_activation=0.6', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.6,8,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.6, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.6', 'recovery_min_evidence=8', 'activation_success=True', 'recovery_success=False', 'final_activation=0.6', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.6,9,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.6, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.6', 'recovery_min_evidence=9', 'activation_success=True', 'recovery_success=False', 'final_activation=0.6', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.7,1,True,True,True,True,1.0,True,"{'successful_transitions': 2, 'final_activation': 0.7, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': True, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.7', 'recovery_min_evidence=1', 'activation_success=True', 'recovery_success=True', 'final_activation=0.7', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.7,2,True,True,True,True,1.0,True,"{'successful_transitions': 2, 'final_activation': 0.7, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': True, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.7', 'recovery_min_evidence=2', 'activation_success=True', 'recovery_success=True', 'final_activation=0.7', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.7,3,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.7, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.7', 'recovery_min_evidence=3', 'activation_success=True', 'recovery_success=False', 'final_activation=0.7', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.7,4,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.7, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.7', 'recovery_min_evidence=4', 'activation_success=True', 'recovery_success=False', 'final_activation=0.7', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.7,5,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.7, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.7', 'recovery_min_evidence=5', 'activation_success=True', 'recovery_success=False', 'final_activation=0.7', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.7,6,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.7, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.7', 'recovery_min_evidence=6', 'activation_success=True', 'recovery_success=False', 'final_activation=0.7', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.7,7,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.7, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.7', 'recovery_min_evidence=7', 'activation_success=True', 'recovery_success=False', 'final_activation=0.7', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.7,8,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.7, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.7', 'recovery_min_evidence=8', 'activation_success=True', 'recovery_success=False', 'final_activation=0.7', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.7,9,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.7, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.7', 'recovery_min_evidence=9', 'activation_success=True', 'recovery_success=False', 'final_activation=0.7', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.8,1,True,True,True,True,1.0,True,"{'successful_transitions': 2, 'final_activation': 0.8, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': True, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.8', 'recovery_min_evidence=1', 'activation_success=True', 'recovery_success=True', 'final_activation=0.8', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.8,2,True,True,True,True,1.0,True,"{'successful_transitions': 2, 'final_activation': 0.8, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': True, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.8', 'recovery_min_evidence=2', 'activation_success=True', 'recovery_success=True', 'final_activation=0.8', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.8,3,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.8, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.8', 'recovery_min_evidence=3', 'activation_success=True', 'recovery_success=False', 'final_activation=0.8', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.8,4,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.8, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.8', 'recovery_min_evidence=4', 'activation_success=True', 'recovery_success=False', 'final_activation=0.8', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.8,5,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.8, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.8', 'recovery_min_evidence=5', 'activation_success=True', 'recovery_success=False', 'final_activation=0.8', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.8,6,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.8, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.8', 'recovery_min_evidence=6', 'activation_success=True', 'recovery_success=False', 'final_activation=0.8', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.8,7,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.8, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.8', 'recovery_min_evidence=7', 'activation_success=True', 'recovery_success=False', 'final_activation=0.8', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.8,8,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.8, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.8', 'recovery_min_evidence=8', 'activation_success=True', 'recovery_success=False', 'final_activation=0.8', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.8,9,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.8, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.8', 'recovery_min_evidence=9', 'activation_success=True', 'recovery_success=False', 'final_activation=0.8', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.9,1,True,True,True,True,1.0,True,"{'successful_transitions': 2, 'final_activation': 0.9, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': True, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.9', 'recovery_min_evidence=1', 'activation_success=True', 'recovery_success=True', 'final_activation=0.9', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.9,2,True,True,True,True,1.0,True,"{'successful_transitions': 2, 'final_activation': 0.9, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': True, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.9', 'recovery_min_evidence=2', 'activation_success=True', 'recovery_success=True', 'final_activation=0.9', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.9,3,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.9, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.9', 'recovery_min_evidence=3', 'activation_success=True', 'recovery_success=False', 'final_activation=0.9', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
dense_9x9,0.9,4,True,True,True,False,1.0,False,"{'successful_transitions': 1, 'final_activation': 0.9, 'runtime_event_count': 2, 'evidence_usage_count': 2, 'recovery_success': False, 'replay_equivalent': True, 'state_transition_equivalence': True, 'boundary_consistency_score': 1.0}","['activation_threshold=0.9', 'recovery_min_evidence=4', 'activation_success=True', 'recovery_success=False', 'final_activation=0.9', 'activation_boundary_preserved=True', 'recovery_boundary_preserved=True', 'replay_equivalent=True', 'boundary_consistency_score=1.0']"
